SUNName,Scene,openAbilities,openRank,manmadeAbilities,manmadeRank,naturalAbilities,closedAbilities,closedRank,naturalRank
d_dinette_home_sun_bfzchmomnvzhbxdg,dinette_home_4,-2.336828547,1927,0.337731909,3889,-3.270104372,5.109931054,5741,1577
c_courtroom_sun_ageigbdsuxtsjzek,courtroom_6,-2.340754835,1926,0.616820222,4398,-5.640163669,3.621133666,4463,30
k_kitchen_sun_aarfjyzjwxufngjn,kitchen_19,-2.341333597,1925,0.756552632,4668,-2.893243942,4.111963464,4799,2093
n_nursery_sun_atdvcddkyoelflwr,nursery_31,-2.342117403,1924,0.269508424,3787,-3.18362234,4.956415677,5594,1680
l_living_room_sun_bzybufberuuzchjl,living_room_316,-2.34312309,1923,1.508618573,6077,-2.919151684,4.446576028,5069,2049
p_parlor_sun_bozkkqkmndcjfror,parlor_24,-2.343942234,1922,0.397398338,3983,-2.31175801,3.779007785,4551,2688
l_library_indoor_sun_btgwdllicwbkuybo,library_indoor_35,-2.345433713,1921,2.21588539,6785,-5.218561202,4.198533624,4869,66
b_bedroom_sun_ayglwrtbkwwecfdj,bedroom_360,-2.346705425,1920,0.550641804,4250,-2.532216047,3.265535547,4262,2491
l_living_room_sun_brnsvhlgbtrxvsum,living_room_227,-2.347381878,1919,2.190689163,6765,-3.28383165,5.928515353,6435,1562
d_dining_room_sun_btauypmepehojhec,dining_room_188,-2.349822324,1918,1.927050676,6570,-3.584922839,4.515740907,5137,1133
d_dining_room_sun_bplxlubbarmngsxm,dining_room_166,-2.352443843,1917,2.37068848,6854,-2.935929291,6.618824081,6779,2022
b_bedroom_sun_azwwfqwuqvwfimoh,bedroom_386,-2.353513521,1916,1.052775661,5291,-2.110206188,4.744755614,5368,2849
a_alley_sun_aosjcqneticxsjmf,alley_12,-2.357550337,1915,3.263144375,7006,-4.476039614,1.893193901,3247,290
l_living_room_sun_bepavfrehftxfcbp,living_room_75,-2.359468893,1914,0.686971127,4534,-3.177164208,2.361746788,3642,1690
a_alley_sun_agreibglsxbjhxdt,alley_6,-2.360064792,1913,1.186632426,5546,-1.224093479,3.247488712,4249,3518
l_living_room_sun_bajbxsbzlpsplebf,living_room_29,-2.36012642,1912,1.903813037,6540,-2.157334109,4.622928152,5250,2815
h_home_office_sun_bpdamdezejapctmo,home_office_43,-2.362117345,1911,1.396151573,5920,-1.832366819,4.948752952,5585,3039
b_bedroom_sun_aohejvmuhekamltz,bedroom_208,-2.362866328,1910,1.240872808,5657,-3.642217366,4.160431454,4827,1060
b_bedroom_sun_azwvxosinlsxffyd,bedroom_385,-2.363422465,1909,1.230287994,5626,-4.18708198,5.698318575,6277,470
l_living_room_sun_bybulrfczqexvzba,living_room_295,-2.363812947,1908,1.506174838,6076,-2.926458383,4.911195812,5554,2033
d_dinette_vehicle_sun_brwlgxgfdaswrmup,dinette_vehicle_47,-2.3662657,1907,1.828639185,6473,-4.035819335,6.740760979,6815,607
k_kitchen_sun_anwffobnyjedomxa,kitchen_161,-2.366566123,1906,1.454114502,6002,-2.408934463,3.857191904,4612,2603
p_playroom_sun_bixtpavtxsmvhzhn,playroom_20,-2.367926559,1905,1.31334569,5789,-3.541727164,5.377336345,5995,1185
d_dining_room_sun_auxbdivymrhbqkaq,dining_room_17,-2.368001415,1904,1.854735563,6504,-1.695675949,5.195424694,5817,3140
d_dining_room_sun_bdynuhsejirhmgaw,dining_room_52,-2.368198286,1903,0.729644792,4618,-2.460097836,5.229456993,5873,2557
b_beauty_salon_sun_atxgjshldblwkvrn,beauty_salon_20,-2.37107537,1902,1.295722346,5750,-3.80671067,3.550899805,4414,859
b_beauty_salon_sun_bqdxonzxhumbqrje,beauty_salon_47,-2.372923389,1901,1.892529981,6532,-4.210276338,3.991811121,4718,446
b_bathroom_sun_ahijqszoswveeyji,bathroom_31,-2.37331014,1900,0.838687448,4836,-2.825020064,5.552425093,6151,2174
d_dining_room_sun_bxitsqxkbkjzpcel,dining_room_217,-2.374360745,1899,1.616935032,6237,-3.391613944,4.495634371,5113,1412
b_bedroom_sun_awibnsjcuvedxnbl,bedroom_332,-2.374663016,1898,1.906550637,6544,-2.506879632,6.35936686,6677,2511
b_beauty_salon_sun_buiuasrbsokatqbo,beauty_salon_49,-2.374806015,1897,2.319601434,6835,-3.262777552,5.73505245,6303,1583
l_living_room_sun_bpbablbybmulriav,living_room_199,-2.376376039,1896,0.088776158,3544,-2.871187624,4.610242129,5236,2122
l_library_indoor_sun_bcdkiespjmoqbyaf,library_indoor_7,-2.377459873,1895,2.849729786,6970,-3.97608863,3.530148334,4403,676
l_living_room_sun_bblidnqvaxyvnkjo,living_room_43,-2.380086695,1894,2.713891923,6946,-3.043678183,5.83618104,6377,1889
p_poolroom_home_sun_byegvlxnjtnjachb,poolroom_home_59,-2.380138923,1893,1.084094432,5361,-2.04400376,4.808325262,5431,2897
a_apartment_building_outdoor_sun_azsbojvhzrxjcsgt,apartment_building_outdoor_75,-2.381206056,1892,0.756459922,4667,-2.344705525,3.797816584,4567,2658
b_bedroom_sun_borayvdelbxfrvuv,bedroom_395,-2.382060268,1891,0.726305415,4609,-3.467858696,4.465877238,5090,1302
b_bedroom_sun_ahllmdfrpusxsiwn,bedroom_107,-2.382750167,1890,1.01494129,5217,-3.668550371,5.650060832,6236,1029
d_dining_room_sun_bhmzscyzazujenpi,dining_room_88,-2.383131072,1889,0.901881178,4962,-2.816400147,5.220786179,5859,2180
b_banquet_hall_sun_bolpiwiitgdpdnog,banquet_hall_14,-2.383260225,1888,1.522442758,6101,-3.576945468,4.400638618,5022,1142
a_auditorium_sun_asyvlxfhtkcowevs,auditorium_13,-2.385459651,1887,1.940618137,6589,-4.819031882,5.038408213,5675,144
d_dining_room_sun_boespwwvuiwsqlkk,dining_room_156,-2.385993727,1886,1.016473001,5221,-2.472098857,5.123069255,5756,2545
d_dining_room_sun_bausgksnbgcwyejt,dining_room_24,-2.386798641,1885,1.432661037,5974,-4.373989048,4.257162054,4919,345
a_attic_sun_aqerxiunnesbounq,attic_30,-2.389595871,1884,0.802748627,4754,-2.379799675,4.195372281,4867,2624
l_living_room_sun_byblpuffgchrsliq,living_room_294,-2.390626421,1883,1.377695355,5886,-4.028463824,4.742912737,5367,616
b_basement_sun_ausuzueppuisfqda,basement_4,-2.39089191,1882,1.599538382,6204,-4.053082617,5.066652789,5701,595
l_living_room_sun_bpbsfepwvtqaluac,living_room_200,-2.391262357,1881,1.679729368,6317,-2.455448675,4.749960445,5372,2562
p_poolroom_home_sun_bpyukhunpxagixyv,poolroom_home_44,-2.392392565,1880,1.376332712,5884,-3.828399201,4.615080865,5241,830
k_kitchen_sun_aobyfgpmnvnnuolx,kitchen_164,-2.392687135,1879,1.526886589,6109,-2.282458271,4.73474811,5357,2707
l_lecture_room_sun_anywkythazcreavn,lecture_room_8,-2.39312572,1878,1.592899944,6193,-3.460250466,4.850058968,5476,1309
k_kitchen_sun_awlrxvwfuuwxavrc,kitchen_246,-2.393227362,1877,1.381620966,5896,-2.461208998,5.112910973,5745,2556
y_youth_hostel_sun_bsfjquzxrikccygm,youth_hostel_12,-2.394057218,1876,0.091133579,3545,-3.068289122,5.571657799,6175,1862
p_poolroom_home_sun_aaoxedqywfjujwrt,poolroom_home_7,-2.397053164,1875,1.741823105,6390,-3.298603755,4.034289817,4739,1540
a_auditorium_sun_afqxetfnwixtlkgg,auditorium_4,-2.397850577,1874,2.087317223,6694,-4.201965821,3.283433861,4273,451
p_parlor_sun_bskggmkxejjcfdje,parlor_30,-2.399572572,1873,1.31952304,5794,-3.530166503,4.740910884,5364,1202
b_bedroom_sun_ajwmjxibjslekjap,bedroom_141,-2.401382102,1872,1.436488637,5978,-3.187231131,4.589207214,5208,1676
b_beauty_salon_sun_adlhbehfznmzjibt,beauty_salon_2,-2.40215399,1871,1.052848622,5293,-3.449176502,4.254887811,4918,1332
k_kitchenette_sun_agxicyvtiztnfdsl,kitchen_6,-2.403634828,1870,0.693588112,4543,-3.434765208,4.887026378,5522,1353
d_dining_room_sun_bfvzuxwigrcyyyfo,dining_room_70,-2.403781798,1869,0.572599809,4308,-4.44421767,5.104549148,5738,308
c_cafeteria_sun_aqgjuuwvdcyiccjt,cafeteria_7,-2.404195528,1868,1.495177068,6064,-3.893781511,3.696205371,4502,773
p_parlor_sun_bkqhbohxvulhiird,parlor_16,-2.405122756,1867,0.913166655,4994,-2.787133531,4.063045287,4759,2221
c_corridor_sun_awrjaixmadzfdmbw,corridor_30,-2.405442178,1866,0.80218804,4752,-3.580556368,5.178563726,5798,1138
l_living_room_sun_blxswaxpoupgwihl,living_room_158,-2.405556175,1865,0.709647957,4577,-4.550467234,6.009337853,6482,252
l_living_room_sun_bghyzrhthbohfvuq,living_room_93,-2.405865125,1864,1.267085195,5702,-2.910074413,4.241925476,4907,2063
r_restaurant_sun_agxzoclhthvvgnul,restaurant_16,-2.407009605,1863,2.009340658,6642,-4.17627297,4.998396046,5632,484
d_dinette_home_sun_basfkmysagwssckl,dinette_home_1,-2.407382181,1862,1.099415833,5395,-2.162207643,6.079389003,6526,2809
d_dining_room_sun_bfjxmcgnmfnasvah,dining_room_66,-2.407516908,1861,0.973218365,5124,-3.165298551,4.266451231,4928,1706
l_living_room_sun_bypfoffnvufflzfr,living_room_299,-2.407754604,1860,0.942186342,5047,-3.93860276,4.300000478,4948,721
k_kitchen_sun_aisuhvwdvarrjlni,kitchen_104,-2.408037722,1859,1.641490215,6274,-2.716214898,4.584839682,5203,2299
l_lecture_room_sun_agrupybnuzrkytoa,lecture_room_5,-2.409180535,1858,2.585983013,6921,-3.268733654,3.813244032,4579,1578
l_living_room_sun_bahsgputjejlgbph,living_room_28,-2.412950105,1857,0.97199647,5117,-2.610402503,5.06686889,5702,2418
b_bedroom_sun_armswfstmsasejjt,bedroom_254,-2.413680295,1856,0.980145331,5141,-4.16696779,5.885337426,6410,493
w_waiting_room_sun_bidncqsapnnyqell,waiting_room_32,-2.414842023,1855,1.271008948,5712,-4.528801964,4.791969866,5418,260
w_waiting_room_sun_bdalroxvuvnihofa,waiting_room_23,-2.417287154,1854,0.94978965,5059,-2.631272669,3.623974477,4465,2396
p_playground_sun_bmjbjasemypnxyyj,playground_71,-2.41764846,1853,-0.633808253,2841,-1.286323017,2.621840547,3830,3476
d_dinette_vehicle_sun_bfzwwurieaactmhb,dinette_home_30,-2.417669745,1852,-0.148239016,3268,-2.850741666,4.302808718,4950,2139
a_auditorium_sun_bkylzfuvukyoohtd,auditorium_20,-2.418452345,1851,2.191039775,6766,-4.008063303,4.394981076,5015,636
a_art_studio_sun_bmaexkcjegqzxbxe,art_studio_11,-2.418912509,1850,0.550847855,4251,-3.365280612,4.955323853,5592,1446
l_living_room_sun_bmtbldypepqtfcha,living_room_169,-2.420539342,1849,2.306054853,6826,-3.112894728,4.427421553,5048,1787
l_living_room_sun_bsebnkqcjerdtfiu,living_room_237,-2.421012345,1848,0.819465187,4792,-2.944106215,5.766802245,6330,2013
l_lecture_room_sun_aizrcvzsdgusxshj,lecture_room_6,-2.423110411,1847,1.413460703,5944,-3.559418322,4.926308115,5569,1162
w_waiting_room_sun_bjvurbfklntazktu,waiting_room_35,-2.425454115,1846,0.510828359,4178,-2.793393678,4.901302106,5541,2213
b_banquet_hall_sun_baloiwdypreqzwnn,banquet_hall_1,-2.426231806,1845,1.862585829,6512,-3.680596639,3.989369956,4715,1011
d_dining_room_sun_bdebprpmbfrgaufq,dining_room_44,-2.426434667,1844,1.611571946,6225,-2.616315713,4.523777722,5143,2412
l_living_room_sun_bbmerxsqpjlodkuz,living_room_44,-2.426764371,1843,1.630222832,6259,-4.615711527,5.853953078,6390,215
d_dining_room_sun_bbsgqjcdcxdskrth,dining_room_35,-2.426899826,1842,1.15617615,5499,-4.409047131,4.634686538,5265,325
a_attic_sun_abhjioffbrncifvx,attic_3,-2.427945934,1841,0.667249111,4495,-3.231309367,6.215341303,6604,1618
d_dinette_home_sun_biqhqozyjemvyscv,dinette_home_5,-2.428830984,1840,0.765648797,4683,-4.033440437,5.474272076,6082,612
l_living_room_sun_brbnxrxljzieqstm,living_room_223,-2.430541231,1839,0.199092399,3685,-3.146478304,3.672124806,4487,1729
g_general_store_indoor_sun_boucgvqlhvaxlqsv,general_store_outdoor_6,-2.430723872,1838,0.844363795,4852,-3.324609957,3.623210499,4464,1508
l_living_room_sun_betyddowrbhrkgzh,living_room_81,-2.431312885,1837,0.473486027,4097,-2.128537337,3.821213706,4589,2837
h_home_office_sun_bvosnzplgnfucbeu,home_office_53,-2.433814181,1836,3.117347179,6993,-2.888269625,5.974314284,6461,2103
b_bedroom_sun_agzgwvdnnpyraeuu,bedroom_96,-2.434387003,1835,0.918143685,4999,-4.190261235,5.368812802,5986,465
k_kitchen_sun_akxcpkquuuxdiqwv,kitchen_133,-2.434965096,1834,3.336326149,7012,-2.999127622,4.741117543,5365,1953
a_art_gallery_sun_adezqftpzhvzscpp,art_studio_1,-2.436770083,1833,2.801077963,6961,-3.423230613,5.24715667,5892,1368
n_nursery_sun_aklitrrowdkojxqq,nursery_19,-2.438282037,1832,1.014632838,5215,-2.731040358,5.571082416,6173,2282
k_kitchen_sun_akikqzahodbmcbjd,kitchen_127,-2.439349731,1831,1.180641954,5538,-2.783596165,3.7554804,4534,2223
b_bedroom_sun_atwhhipsrofhpvdl,bedroom_295,-2.439948532,1830,0.826304912,4805,-3.675005932,5.266476642,5907,1019
h_hotel_room_sun_bmualvhsdzjpkwsb,hotel_room_86,-2.440071619,1829,0.488874399,4129,-2.762360157,5.213132939,5848,2244
b_bedroom_sun_agrwhrudhqwmgymg,bedroom_91,-2.440876313,1828,1.011598371,5210,-3.534008919,4.560570116,5178,1197
n_nursery_sun_aspaykyndnqkffxb,nursery_30,-2.441308302,1827,-0.428194772,2985,-3.145308499,5.57122972,6174,1732
k_kitchen_sun_agunhtsmpbfxbcpm,kitchen_76,-2.441674482,1826,0.98193361,5145,-4.445678138,6.110145778,6555,307
l_living_room_sun_brjzrgngcxaykcju,living_room_226,-2.442225377,1825,0.872774552,4914,-1.542955457,4.595840662,5215,3263
d_dining_room_sun_bjmztoitdnfemugq,dining_room_107,-2.443381352,1824,0.282348331,3804,-3.785538509,5.68594136,6267,878
l_locker_room_sun_akorggjatqgajjjm,locker_room_2,-2.444296015,1823,1.496396479,6065,-4.577978706,4.435662461,5055,238
k_kitchen_sun_alouvjfpycbghnrv,kitchen_137,-2.444484905,1822,0.91716848,4998,-3.772024982,5.438901239,6055,903
d_dining_room_sun_bfbidnasilpgfbrp,dining_room_61,-2.445233874,1821,0.591978555,4344,-2.153470281,4.891147892,5525,2819
d_dining_room_sun_bjrtfmkjzskpirnk,dining_room_109,-2.446414966,1820,0.114968067,3574,-2.950157544,3.986540148,4713,2006
l_lecture_room_sun_aokprwxcpsopjrrr,lecture_room_9,-2.447298332,1819,2.174548983,6752,-3.361654686,3.86355848,4618,1455
d_dinette_vehicle_sun_bcggclszrpmhprri,dinette_home_23,-2.447813856,1818,1.272204571,5716,-3.859079512,5.263574244,5904,809
k_kitchen_sun_aorysgcktvwbovgc,kitchen_173,-2.447896135,1817,1.217039304,5601,-1.592111608,4.431704705,5051,3225
l_living_room_sun_bwgvbojssqobruqc,living_room_281,-2.452710143,1816,1.083260361,5360,-2.793818393,4.63791337,5270,2212
p_parlor_sun_bglihllzgkbnpgyu,parlor_8,-2.452972916,1815,0.830836875,4814,-3.077914421,4.510526724,5126,1842
w_waiting_room_sun_afsoledxndyinwzi,waiting_room_5,-2.455816235,1814,0.326727449,3872,-3.275297219,4.765831369,5390,1573
p_poolroom_home_sun_anjbdapfxoesdhic,poolroom_establishment_11,-2.457778286,1813,1.150765896,5489,-3.255763515,4.945157597,5580,1588
b_banquet_hall_sun_bmpniqabxkduvgmd,banquet_hall_11,-2.458398665,1812,1.102262545,5403,-2.671408711,4.284764084,4936,2359
d_dining_room_sun_bitirptwekumcedr,dining_room_100,-2.458498739,1811,1.485647182,6049,-4.601382421,4.755398886,5378,222
k_kitchen_sun_aqxypnffmypblepf,kitchen_197,-2.458530806,1810,1.287040808,5740,-3.714250418,5.760971388,6319,978
b_bedroom_sun_ahaknlgftjqgkcae,bedroom_98,-2.458943386,1809,0.510215746,4177,-3.715094915,20.73225767,7010,976
a_auditorium_sun_anvjjanlgdxzygzj,auditorium_9,-2.460453685,1808,2.332036605,6839,-4.359250452,3.92281786,4659,352
h_hotel_room_sun_btjgwprowcrnguli,hotel_room_112,-2.461051831,1807,1.484555049,6045,-3.654159786,5.546545756,6147,1048
r_restaurant_sun_afxgfjgsnsepjwfr,restaurant_14,-2.462896802,1806,1.743277559,6393,-3.919531342,4.503423496,5117,741
b_biology_laboratory_sun_armebmsqrnxdwnpr,biology_laboratory_6,-2.463084329,1805,1.339400788,5820,-4.956479606,3.816254236,4581,108
k_kitchen_sun_ayakdnbiuvnibwap,kitchen_261,-2.463508148,1804,2.076679302,6688,-4.242437291,6.76037231,6824,423
w_waiting_room_sun_bzreeyktovxhpoti,waiting_room_86,-2.465272968,1803,0.979471219,5138,-4.597094446,4.284767651,4937,225
d_dining_room_sun_bjenbbckqrscavvn,dining_room_103,-2.469818998,1802,1.333631918,5814,-3.011492608,5.61442726,6208,1938
w_waiting_room_sun_bwglnicorwqwerxf,waiting_room_80,-2.471181099,1801,1.96071768,6609,-2.159959686,5.005701715,5640,2813
b_bedroom_sun_aysnfzwjkitrxmhy,bedroom_363,-2.47121147,1800,0.411069603,4003,-2.906172305,5.243215626,5889,2067
w_waiting_room_sun_bwaclktcekyewemx,waiting_room_79,-2.471720042,1799,1.844382713,6492,-2.216943777,3.730692687,4523,2760
l_living_room_sun_bpgjdxoyarrkqpve,living_room_203,-2.472165391,1798,0.929540048,5014,-2.227284113,4.731093031,5353,2748
b_bedroom_sun_anpyypuqqegelypt,bedroom_198,-2.474288403,1797,1.914460577,6557,-2.260351997,3.907164362,4644,2724
b_balcony_interior_sun_bxhqplvdmifvvtuy,balcony_interior_41,-2.4759336,1796,-0.089430513,3323,-3.479461117,4.182225993,4853,1288
b_bedroom_sun_aeypwuxbvwfgsvck,bedroom_72,-2.475962885,1795,0.502833356,4162,-3.188958847,5.839118648,6381,1675
c_corridor_sun_aqnzwgysukxgptzn,corridor_20,-2.476445831,1794,1.51999489,6096,-3.565175497,4.401734563,5023,1159
k_kitchen_sun_aukmjpcpozqrxghp,kitchen_225,-2.476571932,1793,1.768384785,6422,-2.31056046,7.938949719,6990,2690
g_gift_shop_sun_bardbrrhwkcuegrd,gift_shop_1,-2.477531871,1792,1.918197089,6559,-4.725008757,4.05908009,4758,169
b_balcony_interior_sun_bnfjfnrlztaxnqsa,balcony_interior_18,-2.478580533,1791,0.638509096,4431,-2.373359938,3.702318674,4507,2631
l_lobby_sun_aztctipxeurxqrhc,lobby_2,-2.478730814,1790,0.529862629,4213,-3.293390851,3.665659415,4484,1550
k_kitchen_sun_aevezokbkeojznwq,kitchen_57,-2.479428729,1789,1.015246027,5218,-3.24913624,5.535788808,6139,1595
d_dining_room_sun_becrzqbttylkmgmc,dining_room_54,-2.480342873,1788,1.209195633,5582,-1.998271009,5.463835233,6076,2920
b_banquet_hall_sun_bizlhkzdkssrncoj,banquet_hall_7,-2.480939707,1787,1.795160227,6444,-3.769672143,3.900222036,4641,905
l_living_room_sun_bdecmaumusxsltqi,living_room_58,-2.481137947,1786,1.045504942,5275,-3.610623414,4.142759132,4814,1096
k_kitchenette_sun_aslbacmozyltajwv,kitchen_14,-2.48324197,1785,0.613012898,4389,-2.989665843,5.375775456,5992,1964
p_poolroom_home_sun_bbgphcuiuotybfpa,poolroom_home_26,-2.483635186,1784,1.254764272,5681,-3.393655734,4.398349545,5018,1407
d_dining_room_sun_bjpvtdiuxhhkvszb,dining_room_108,-2.484104434,1783,1.311698941,5787,-3.740758591,5.407769284,6020,941
k_kitchen_sun_avxehvtrgnwuduxs,kitchen_241,-2.484188622,1782,0.587800834,4330,-2.333469207,5.121899945,5755,2668
l_living_room_sun_btmhbnvrwhhxzvce,living_room_250,-2.486114394,1781,0.565672357,4282,-2.163226704,4.803545579,5426,2807
k_kitchen_sun_aijkdpqohzcmjsco,kitchen_102,-2.486790477,1780,0.741746313,4634,-3.391929556,5.693067698,6271,1410
k_kitchen_sun_anbwfxayngoytjhx,kitchen_150,-2.486979222,1779,0.492743587,4138,-2.211705286,3.897731547,4639,2766
l_living_room_sun_begqwhfnnbbkmapy,living_room_71,-2.487589324,1778,0.861458879,4889,-2.591438058,4.215493824,4883,2439
h_hotel_room_sun_balmnpklnygpwspa,hotel_room_49,-2.488457243,1777,1.175538972,5528,-4.468901639,4.010356224,4728,294
g_general_store_outdoor_sun_biagvfgxlfczyryf,general_store_indoor_19,-2.489452584,1776,2.289165679,6821,-3.505788709,5.520297947,6126,1245
b_bedroom_sun_acqsqjhtcbxeomux,bedroom_38,-2.491264882,1775,2.200276469,6772,-2.556115825,4.510795928,5128,2473
h_hotel_room_sun_avrcarmtnrrhcycp,hotel_room_43,-2.491918405,1774,1.186695232,5547,-3.982352401,4.700031682,5325,664
g_general_store_outdoor_sun_bqricjpvjfixnoug,general_store_outdoor_33,-2.49196129,1773,1.293407106,5747,-2.843574802,2.635864018,3850,2147
c_corridor_sun_ablqhrudkospnbbv,corridor_3,-2.492823358,1772,0.058483883,3509,-3.359346773,5.269105687,5909,1459
l_living_room_sun_bwtzlemkznljyhwn,living_room_285,-2.493147068,1771,1.930773212,6579,-3.552413959,4.41477746,5032,1169
d_dining_room_sun_bgcinxkccdtrjmlv,dining_room_75,-2.495019735,1770,2.05988545,6676,-2.968469423,4.17066905,4841,1987
a_art_gallery_sun_bargpjouohlxxwzt,art_gallery_6,-2.495749334,1769,2.280113769,6814,-2.809823927,4.942428239,5578,2188
c_courtroom_sun_alqzdvyyxqntcegr,courtroom_13,-2.496225859,1768,0.605210575,4371,-3.947643301,3.893439651,4636,708
b_bedroom_sun_aghhynnciwelmzgn,bedroom_85,-2.496743974,1767,0.093050039,3549,-2.070840438,5.45042046,6065,2878
k_kitchen_sun_aoraqrqbcqkhzbok,kitchen_172,-2.497037956,1766,-0.106565286,3307,-3.133798826,3.954714859,4683,1760
b_bedroom_sun_aijbyyzhsepnnbsa,bedroom_121,-2.498035391,1765,0.803370251,4755,-3.403859652,5.045952121,5684,1394
l_living_room_sun_bcnbaldbmliidvue,living_room_53,-2.498568641,1764,0.823235871,4798,-3.964096397,4.665694585,5305,695
a_auditorium_sun_azpjjfwsbjdjcopb,auditorium_16,-2.498936988,1763,2.840500468,6967,-4.666324931,3.909008845,4645,187
u_underwater_coral_reef_sun_bqkvtgbvkemmfwlp,underwater_coral_reef_39,-2.49954674,1762,-6.431669088,226,2.025979071,2.27473696,3570,6688
l_lecture_room_sun_axarcshsnqsefemx,lecture_room_12,-2.50110515,1761,2.10887638,6710,-3.27948361,3.617067308,4461,1566
d_dining_room_sun_auzfdpujzturphgq,dining_room_18,-2.502230256,1760,2.10843306,6709,-2.773187542,4.0825761,4777,2234
b_biology_laboratory_sun_ajkyjlgokoqswoqo,biology_laboratory_3,-2.505998836,1759,2.236241844,6789,-4.506644207,4.965409134,5602,275
b_bedroom_sun_aimpjpllwsldbnoz,bedroom_124,-2.506516686,1758,0.831624334,4818,-3.201839279,5.026896349,5661,1654
w_waiting_room_sun_blqcwtptcxcdyokb,waiting_room_43,-2.510895237,1757,0.888342856,4942,-2.414516564,4.635897364,5267,2596
p_playroom_sun_aoqoekgfjqmuznac,playroom_7,-2.51189206,1756,1.141676454,5476,-3.719299383,3.834450788,4597,972
k_kitchen_sun_axouwjxmvidopcvg,kitchen_255,-2.511924532,1755,0.705034953,4568,-2.466483163,6.76347266,6825,2550
k_kitchenette_sun_ahmkzqakgwtbmpah,kitchen_8,-2.512160432,1754,0.455209517,4070,-3.631413766,4.959419925,5599,1071
l_living_room_sun_baspqbxzxykukpck,living_room_36,-2.514528116,1753,0.786976499,4717,-3.655460568,4.409221442,5027,1047
b_bedroom_sun_bjucdcpgtitvtiul,bedroom_392,-2.51485375,1752,1.021996553,5231,-3.193398976,4.28745622,4940,1669
r_restaurant_sun_abhswyuintzwpmlu,restaurant_7,-2.519809111,1751,1.995725986,6634,-2.896479573,4.176201994,4845,2087
d_dining_room_sun_bkjvwtniifcwzauk,dining_room_115,-2.520857091,1750,1.594036764,6195,-1.886246362,4.76930541,5393,2998
d_dining_room_sun_btkjbmfuchoeavep,dining_room_189,-2.523701018,1749,1.222928961,5613,-3.061579731,5.329061977,5956,1868
d_dining_room_sun_bebkopeeuezerxwz,dining_room_53,-2.523777582,1748,0.662638533,4481,-3.91044508,5.126670742,5759,751
h_hotel_room_sun_bamwecclvmtzussr,hotel_room_50,-2.52429893,1747,1.428717018,5963,-1.523784123,3.761636685,4536,3280
b_bedroom_sun_acswfcrzpbozeyfe,bedroom_40,-2.524416827,1746,0.516053843,4187,-2.639192288,5.115616635,5750,2388
l_living_room_sun_blfoisnvweqrqima,living_room_149,-2.524853566,1745,1.430309704,5969,-2.428382973,4.462809841,5086,2580
b_bedroom_sun_accnhkhuprmiewnt,bedroom_33,-2.524977063,1744,0.485640622,4122,-2.538206244,4.399705386,5021,2487
k_kitchenette_sun_afftnrxfnmaydzui,kitchen_3,-2.52611264,1743,1.927502282,6571,-2.613988317,4.140688061,4813,2414
l_living_room_sun_baaevyiuguntlerb,living_room_24,-2.528045698,1742,2.41254381,6868,-4.141286365,4.399472031,5020,516
a_attic_sun_cwdupvkeshqpcaqp,attic_79,-2.529140648,1741,1.659260773,6300,-3.092479822,4.796128437,5421,1829
w_waiting_room_sun_bkeenxnahivfsdgz,waiting_room_38,-2.531060379,1740,1.372004447,5875,-4.146700919,4.248913167,4911,511
a_apartment_building_outdoor_sun_agdjpxuxjubcaimd,apartment_building_outdoor_22,-2.531491771,1739,1.850074074,6499,-3.00085896,4.372379683,4997,1950
y_youth_hostel_sun_bkqwkzlpvinhybji,youth_hostel_8,-2.532592711,1738,1.235808212,5643,-2.923954079,4.656274634,5287,2038
b_bedroom_sun_aiwakokoyccrzpsj,bedroom_128,-2.532957902,1737,0.794615811,4730,-3.360368641,4.529011837,5149,1456
d_dinette_home_sun_bftnshgzahsrixuv,dinette_vehicle_2,-2.534328947,1736,1.229805309,5625,-2.570313804,5.560409859,6164,2460
o_office_building_sun_bqtppjytmundmeoi,office_building_14,-2.537345097,1735,1.640967436,6272,-2.609798311,3.44495455,4356,2420
l_living_room_sun_bhuxcsblqdutopye,living_room_108,-2.539038937,1734,0.50968941,4176,-3.340437413,4.989381743,5625,1482
l_living_room_sun_basfikqmwssopeco,living_room_35,-2.539257698,1733,1.004732524,5196,-3.196522243,4.924281509,5567,1664
k_kitchen_sun_aeqdtdmvphproomc,kitchen_55,-2.539572456,1732,1.946685834,6597,-3.137918763,4.440845178,5060,1752
w_wet_bar_sun_belibjxkfuhfwhtd,wet_bar_5,-2.539937883,1731,1.742135609,6392,-5.872888834,5.244987909,5890,20
l_living_room_sun_byqxjcspywtvkljd,living_room_302,-2.540073359,1730,0.827295785,4808,-1.731623145,4.761539862,5387,3117
d_dining_room_sun_blcyysbtblutjbdy,dining_room_120,-2.540273827,1729,0.530277306,4215,-1.690261157,3.66084459,4482,3146
k_kitchen_sun_attdviyipsljunts,kitchen_217,-2.54118273,1728,3.320216982,7010,-3.337908554,4.641620726,5275,1484
g_gift_shop_sun_bjlcrgyevodfutvk,gift_shop_16,-2.541768483,1727,1.828825823,6474,-3.853832391,3.558848947,4422,812
a_attic_sun_aamrqohnymdzzcsm,attic_2,-2.542865086,1726,1.256333932,5682,-3.161517196,4.537059722,5156,1709
